marca,modelo,version,precio,año,kilometros,combustible,transmision,potencia,puertas,link
Renault,Trafic,2.0 dCi 90CV Furgon,24100,2022.0,65700,Electrico,MANUAL,90,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/91793575-2234.htm
Opel,Vivaro,1.5 Diesel 100CV,,2024.0,25400km,diesel,Manual,105,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/53246831-734.htm
Iveco,Daily,35S14 2.3 HPT L2H2,26800 €,2020.0,117100km,Diesel,M,150,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/41874570-2291.htm
Toyota,Proace,2.0 D-4D 120CV L1 Comfort,15900,2021.0,124200,DIESEL,M6,120,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/28940318-5040.htm
Mercedes-Benz,Sprinter,314 CDI L2H2 RWD,41200,2024.0,28100,diesel,M,150,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/93006072-1428.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,23300,2022.0,56000,gasolina,MANUAL,155,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/33996226-6611.htm
Renault,Kangoo,1.5 dCi 75CV Express,15400,2020.0,81500,Diesel,M6,75,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/22852237-6630.htm
Renault,Kangoo,E-Tech Electric 90CV,26100,2020.0,100000,EV,Manual,85,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/44875736-4506.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,15500,2021.0,102800,GASOLINA,Auto,100,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/33389437-1785.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,25600,2020.0,133400,Gasolina,MANUAL,,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/94380335-652.htm
Maxus,Deliver 9,EV80 Electric 120CV,17900,2022.0,75100,Eléctrico,Manual,115,3.0,https://www.coches.net/vehiculos-industriales/maxus-deliver-9/74585918-4885.htm
Fiat,Ducato,2.3 Multijet 130CV L2H2,18300,2023.0,36000,DIESEL,M,130,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/70514507-1748.htm
Volkswagen,Caddy,2.0 TDI 102CV Maxi,26200,2024.0,22100,Hybrid,M,107,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/18599090-6427.htm
Iveco,Daily,50C17 3.0 Caja Abierta,31500,2024.0,19700,DIESEL,Automático,102,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/83086968-6457.htm
Citroën,Jumpy,2.0 BlueHDi 120CV M,29800,2024.0,15900,Gasoil,manual,115,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/99603339-5621.htm
Fiat,Doblo Cargo,1.3 Multijet 90CV,16100,2016.0,245700,gasoil,M,90,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/16643084-5723.htm
Citroën,Jumper,2.2 BlueHDi 140CV L2H2,20500,23.0,40500,GNC,M6,140,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/19449019-4866.htm
Toyota,Proace,Proace Electric 75kWh 136CV,21000,2023.0,53400,Eléctrico,Manual,131,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/89625604-5518.htm
Mercedes-Benz,Sprinter,316 CDI L3H2,30800,2020.0,129000,Diesel,M6,90,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/24200840-4240.htm
Citroën,Berlingo,1.2 PureTech 110CV,8700,2015.0,196200,GASOLINA,M,110,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/88071195-3354.htm
Peugeot,Expert,1.5 BlueHDi 100CV,36300,2023.0,38800,DIESEL,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/99716075-569.htm
Toyota,Proace,Proace Electric 75kWh 136CV,26100,2019.0,128600,EV,manual,131,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace/79748408-2872.htm
Mercedes-Benz,Sprinter,211 CDI Combi,26800,2019.0,193700,gasoil,MANUAL,130,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/32845365-4060.htm
Renault,Trafic,2.0 dCi 90CV Furgon,13300,2018.0,230100,GLP,,90,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/92081645-6801.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,"27900,00",2023.0,55900,DIESEL,MANUAL,120,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/22780905-129.htm
Opel,Combo,1.2 Turbo 110CV,24000,,,gasoil,M6,105,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/98213461-3011.htm
Renault,Kangoo,1.5 dCi 75CV Express,20300,2018.0,183400,gasoil,Manual,70,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/16927312-4147.htm
Mercedes-Benz,Citan,,38500,2021.0,88800,Electric,Manual,102,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/14416799-5856.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,22000,2020.0,121800,Gasoil,manual,140,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/12587283-5956.htm
Nissan,NV400,2.3 dCi 145CV L3H2 FWD,15800,2021.0,46800km,GASOLINA,M,150,5.0,https://www.coches.net/vehiculos-industriales/nissan-nv400/13884697-3608.htm
Renault,Kangoo,E-Tech Electric 90CV,32200,2023.0,22200,Electric,AT,90 CV,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/48565395-5303.htm
MAN,TGE,3.5 2.0 TDI 140CV L3H3 AWD,29000,2023.0,40800,Hybrid,manual,140,3.0,https://www.coches.net/vehiculos-industriales/man-tge/57433769-4116.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,8500,2016.0,232900,Diesel,,95,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/46351600-2945.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,31500,2024.0,14500,Híbrido,M6,120,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/65559991-6850.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,33400,2023.0,61500,diesel,M,,3.0,https://www.coches.net/vehiculos-industriales/man-tge/92933463-4969.htm
Opel,Vivaro,2.0 CDTI 120CV L2H1,12800,2019.0,176700 km,diesel,Manual,120,5.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/70923368-5620.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,17000,2022.0,75700,gasolina,Manual,100,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/60182044-1466.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,28900,2024.0,27000,Gasolina,M6,100,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/66560180-2928.htm
Fiat,Ducato,2.0 Multijet 122CV Combi,19000,2022.0,74200,Gasoil,Manual,117,3.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/68345214-3974.htm
Ford,Transit,2.0 EcoBlue 130CV Nugget,12900,2021.0,102800,Gasoil,automático,130,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/46822610-5736.htm
Toyota,Proace,Proace Electric 75kWh 136CV,34300,2022.0,70000,Eléctrico (BEV),AT,136,3.0,https://www.coches.net/vehiculos-industriales/toyota-proace/96744801-397.htm
Renault,Kangoo,1.5 dCi 75CV Express,35400,2024.0,20300,EV,manual,75 CV,3.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/99802597-4183.htm
Fiat,,2.0 Multijet 145CV Furgon,12900,2022.0,75500,gasoil,Manual,140,5.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/24466071-3564.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,25600,2021.0,,Gasoil,M,150,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/24479716-992.htm
Volkswagen,Transporter,2.0 TDI 102CV Kombi,13900,2015.0,223000,Gasoil,M6,107 CV,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/19916771-1452.htm
Ford,Transit Courier,1.5 TDCi 75CV Trend,9700,2018.0,221600,Gasoil,M6,80,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/36011855-4854.htm
Citroën,Jumpy,2.0 BlueHDi 120CV M,22300,2024.0,29100,Diésel,Manual,120,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/52835395-3305.htm
Opel,Movano,2.3 CDTi 145CV L3H2 RWD,7500,2017.0,233300,Gasoil,M,145,3.0,https://www.coches.net/vehiculos-industriales/opel-movano/20118170-1697.htm
Citroën,Jumpy,2.0 BlueHDi 150CV XL Business,24100,2021.0,107400,Gasoil,Manual,155,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumpy/90803173-6150.htm
Iveco,Daily,35C17 3.0 HPT L4H2,25900,2022.0,83400,diesel,M6,102,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/73907138-5899.htm
Ford,Transit,2.0 EcoBlue 105CV Kombi,16100,2019.0,149800,Híbrido,Automática,110CV,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/90658821-4828.htm
Peugeot,Boxer,2.2 BlueHDi 140CV L3H3,7500,2019.0,203900,Autogás,automático,135,5.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/76993019-664.htm
Renault,Master,,16100,2019.0,135900,gasolina,manual,140,3.0,https://www.coches.net/vehiculos-industriales/renault-master/22890030-1534.htm
Peugeot,Expert,2.0 BlueHDi 120CV L1,22700,2022.0,63600,Diésel,Manual,115,5.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/42618558-813.htm
Mercedes-Benz,Citan,108 CDI Furgon,30300,2020.0,119500 km,EV,AT,140,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/70861574-5417.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,33300,2024.0,15400,,Manual,107,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/27484465-1503.htm
Volkswagen,Crafter,2.0 TDI 140CV L4H3 Gran Volumen,21200,2020.0,123300 km,GLP/Gasolina,M,140,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/55968577-2356.htm
Renault,Master,2.3 dCi 135CV Combi,25500,2022.0,78700,Gasoil,Manual,140,3.0,https://www.coches.net/vehiculos-industriales/renault-master/74806485-1233.htm
Toyota,Proace City,1.2 Turbo 110CV,26200,2022.0,93700,DIESEL,manual,110,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace-city/97753863-572.htm
Maxus,EV80,Electric 120CV Furgon,29200 €,2023.0,50600,EV,DSG,120,3.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/48646523-6119.htm
Ford,Transit Courier,1.0 EcoBoost 100CV Sport,19300,,,gasolina,DSG,100 CV,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-courier/21286728-6265.htm
Hyundai,H350,2.5 CRDi 136CV L2H2,30100 €,2023.0,48500,gasoil,manual,136,3.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/99286605-4326.htm
Renault,Master,2.3 dCi 145CV L3H2 RWD,21800,2022.0,64800,GASOLINA,manual,145,5.0,https://www.coches.net/vehiculos-industriales/renault-master/66328982-6732.htm
Peugeot,Partner,1.5 BlueHDi 100CV Premium,7600,2016.0,278900,Hibrido,M6,100,5.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/70580480-1195.htm
Opel,Vivaro,2.0 CDTI 120CV L2H1,11100,2017.0,212900,MHEV,AT,120,3.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/35997352-4783.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,33200,2022.0,67000,GLP,M,120,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/54703713-63.htm
Ford,Transit,2.0 EcoBlue 130CV Nugget,30100,2024.0,24700,Autogás,M,130,5.0,https://www.coches.net/vehiculos-industriales/ford-transit/80600733-4819.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,7700,2016.0,268600,Electrico,M,102,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/65596477-5338.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,21800,2024.0,21800,gasoil,M,119,5.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/72312899-388.htm
Renault,Master,,26100,2023.0,44700,Diesel,Automática,115,3.0,https://www.coches.net/vehiculos-industriales/renault-master/56501225-5695.htm
Renault,Kangoo,1.5 dCi 75CV Express,28400,2024.0,31000,gasoil,AT,70,5.0,https://www.coches.net/vehiculos-industriales/renault-kangoo/61907507-6664.htm
Opel,Combo,1.2 Turbo 110CV,19500,2020.0,,Gasoil,,110,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/55328639-4048.htm
Nissan,NV400,2.3 dCi 145CV L3H2 FWD,27900,2022.0,64300,diesel,Manual,145,,https://www.coches.net/vehiculos-industriales/nissan-nv400/61434502-1946.htm
Volkswagen,Transporter,2.0 TDI 150CV Caravelle,25300,2022.0,106800,Diésel,Manual,150,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/90406641-3659.htm
Renault,Master,2.3 dCi 135CV Combi,28300,2024.0,22500,Gasoil,M6,140,3.0,https://www.coches.net/vehiculos-industriales/renault-master/44115380-432.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,15800,2019.0,176900,DIESEL,M,150,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/73862843-1725.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,38600,2024.0,26700km,diesel,M,102,3.0,https://www.coches.net/vehiculos-industriales/man-tge/34749501-6291.htm
Fiat,Ducato,,24500,2019.0,165300,Eléctrico,Automático,130 CV,5.0,https://www.coches.net/vehiculos-industriales/fiat-ducato/37492270-2763.htm
Volkswagen,Caddy,1.5 TSI 114CV,19500,2017.0,201500,GASOLINA,Auto,114,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-caddy/88726945-447.htm
Mercedes-Benz,Sprinter,314 CDI L2H2 RWD,31400,2022.0,79200,Diésel,MANUAL,100,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/76182662-3246.htm
Mercedes-Benz,Citan,108 CDI Furgon,32200,2023.0,45200,gasoil,AT,150,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/83588778-6130.htm
Citroën,Berlingo,1.2 PureTech 110CV,8500,2017.0,182900,Gasolina,M6,110,5.0,https://www.coches.net/vehiculos-industriales/citroen-berlingo/32876971-2925.htm
Peugeot,Boxer,2.2 BlueHDi 140CV L3H3,10200,2018.0,157300,Gasoil,Manual,135,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/27814173-4604.htm
Mercedes-Benz,Vito,116 CDI Mixto,32300,2020.0,122800,Diesel,M6,140,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/90674817-2750.htm
Peugeot,Expert,2.0 BlueHDi 120CV L1,11200,2018.0,247100,GASOLINA,M,115,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/43379480-5439.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,37600,2018.0,173800,Eléctrico,M6,199,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/47775156-1169.htm
Iveco,Daily,50C17 3.0 Caja Abierta,35800,2021.0,85100,Gasoil,MANUAL,102,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/95141246-5963.htm
Volkswagen,Crafter,2.0 TDI 102CV L3H2,26900,2024.0,22700,Diesel,manual,102,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/92048827-6053.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,18400,2020.0,121800,Diésel,Manual,145,5.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/10241310-153.htm
Maxus,EV80,Electric 120CV Furgon,14100,2017.0,198600,Electric,Manual,120,3.0,https://www.coches.net/vehiculos-industriales/maxus-ev80/86114924-4680.htm
Renault,Master,2.3 dCi 180CV L4H3,17900,2020.0,142100,diesel,MANUAL,185,3.0,https://www.coches.net/vehiculos-industriales/renault-master/69868638-4936.htm
Mercedes-Benz,Vito,116 CDI Mixto,,2017.0,223700,diesel,Auto,102,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/35675765-6289.htm
Mercedes-Benz,Sprinter,211 CDI Combi,23500,2022.0,69200,Gasoil,MANUAL,130,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/48868123-5080.htm
Peugeot,Boxer,2.2 HDi 130CV L2H2,9700,2019.0,185700,DIESEL,MANUAL,130,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/73584629-508.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,28200,2024.0,27200,GASOLINA,MANUAL,119,3.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/29891032-161.htm
Mercedes-Benz,Citan,108 CDI Furgon,34800,2021.0,78200,Hibrido,Auto,140,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/20241720-4089.htm
Maxus,Deliver 9,2.0 T 150CV L3H2,16700,2021.0,106100,diesel,M,155,5.0,https://www.coches.net/vehiculos-industriales/maxus-deliver-9/65679035-1868.htm
Renault,Master,2.3 dCi 135CV Combi,24600,2024.0,16100,Diésel,manual,140,3.0,https://www.coches.net/vehiculos-industriales/renault-master/74615561-2475.htm
Volkswagen,Transporter,2.0 TDI 110CV L1H1,30300,2022.0,83700,Gasoil,M6,115,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/33951391-6637.htm
Mercedes-Benz,Sprinter,316 CDI Gran Volumen,26700,2020.0,,Diesel,M6,110CV,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/78794840-713.htm
Peugeot,Expert,1.5 BlueHDi 100CV,18800,2020.0,100800,gasoil,Automática,95,3.0,https://www.coches.net/vehiculos-industriales/peugeot-expert/10893463-5546.htm
Fiat,Doblo Cargo,1.3 Multijet 90CV,18900,,,DIESEL,manual,90,5.0,https://www.coches.net/vehiculos-industriales/fiat-doblo-cargo/13290061-2026.htm
Opel,Movano,2.3 CDTi 110CV L2H2,31800,2022.0,85300,Diesel,Manual,110,5.0,https://www.coches.net/vehiculos-industriales/opel-movano/26377360-5108.htm
Citroën,Jumper,2.2 BlueHDi 160CV Combi,27300,2023.0,44500,Autogás,MANUAL,160,3.0,https://www.coches.net/vehiculos-industriales/citroen-jumper/54990316-6859.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,19500,2023.0,46600,Gasoil,MANUAL,177,3.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/73314321-5836.htm
Iveco,Daily,35C17 3.0 HPT L4H2,27500,2019.0,120200,Gasoil,MANUAL,120,3.0,https://www.coches.net/vehiculos-industriales/iveco-daily/68591174-6851.htm
Mercedes-Benz,Citan,110 CDI Tourer,48200,2022.0,71800,gasoil,,90,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/15013131-829.htm
Ford,Transit Connect,1.5 EcoBlue 100CV Limited,25200,2023.0,41800,DIESEL,AT,105,3.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/26577507-2056.htm
Mercedes-Benz,Citan,108 CDI Furgon,17500,2021.0,107900,Diesel,automático,110,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/97700742-5935.htm
Fiat,Scudo,2.0 Multijet 145CV Furgon,16200,2022.0,61500,Electrico,manual,140CV,3.0,https://www.coches.net/vehiculos-industriales/fiat-scudo/24641678-5128.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,23400,2023.0,45300,gasoil,M,150,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/24718403-1763.htm
Ford,Transit Connect,1.5 TDCi 120CV Sport,,2020.0,123900,gasoil,manual,120,5.0,https://www.coches.net/vehiculos-industriales/ford-transit-connect/98814998-5967.htm
Mercedes-Benz,Sprinter,211 CDI Combi,19900,2017.0,187100,Diesel,MANUAL,90,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/47133328-5071.htm
Toyota,,2.0 D-4D 150CV L2 Active,27200,2021.0,112000,Diésel,Manual,150,5.0,https://www.coches.net/vehiculos-industriales/toyota-proace/47353601-2079.htm
Renault,Trafic,,11400,2020.0,128500,Electric,M6,90,3.0,https://www.coches.net/vehiculos-industriales/renault-trafic/18455317-5648.htm
Mercedes-Benz,Citan,108 CDI Furgon,7500,2020.0,126200,diesel,DSG,140,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/93501427-1047.htm
Hyundai,H350,2.5 CRDi 170CV Combi,,2023.0,36200,Diesel,Automática,165,3.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/27269901-1090.htm
Hyundai,Staria,2.2 CRDi 177CV Cargo,17300,2020.0,95200,,M,172,3.0,https://www.coches.net/vehiculos-industriales/hyundai-staria/95828882-624.htm
Opel,Vivaro,1.5 Diesel 100CV,26400,2021.0,86900,Hibrido,Automática,95,5.0,https://www.coches.net/vehiculos-industriales/opel-vivaro/70921858-919.htm
MAN,TGE,3.5 2.0 TDI 102CV L2H2,39300,2022.0,53400,Eléctrico (BEV),automático,102,3.0,https://www.coches.net/vehiculos-industriales/man-tge/42844685-3084.htm
Opel,Combo,1.2 Turbo 110CV,18900,2023.0,43400,CNG,MANUAL,110 CV,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/25983420-209.htm
Mercedes-Benz,Citan,110 CDI Tourer,14900,2015.0,289300,Diesel,M,120,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-citan/36884931-2349.htm
Volkswagen,Transporter,2.0 TDI 204CV 4Motion,13600,2019.0,151800,Gasoil,MANUAL,204,5.0,https://www.coches.net/vehiculos-industriales/volkswagen-transporter/82640278-896.htm
Peugeot,Partner,1.2 PureTech 110CV,12500,2017.0,244200,gasolina,M,105,3.0,https://www.coches.net/vehiculos-industriales/peugeot-partner/18263926-4580.htm
Opel,Combo,1.5 Diesel 100CV Cargo L2,14000,2023.0,,Diésel,automático,105CV,5.0,https://www.coches.net/vehiculos-industriales/opel-combo/60255889-6033.htm
Nissan,Primastar,2.0 dCi 114CV L2H1,14200,2021.0,91000,Diésel,Manual,114,3.0,https://www.coches.net/vehiculos-industriales/nissan-primastar/79204870-2064.htm
Renault,Trafic,2.0 dCi 90CV Furgon,11100,2019.0,170600,diesel,M6,85,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/59667523-798.htm
Nissan,NV200,1.5 dCi 110CV,17300,2021.0,90000,Diésel,MANUAL,110,3.0,https://www.coches.net/vehiculos-industriales/nissan-nv200/21788055-6007.htm
Volkswagen,Crafter,2.0 TDI 177CV L2H2,36500,2020.0,139900,Electrico,DSG,177,3.0,https://www.coches.net/vehiculos-industriales/volkswagen-crafter/27635766-4205.htm
Peugeot,Boxer,2.2 HDi 130CV L2H2,7600,2015.0,244600,Diesel,manual,130,3.0,https://www.coches.net/vehiculos-industriales/peugeot-boxer/87865625-1353.htm
Mercedes-Benz,Vito,114 CDI Tourer Pro,17800,2023.0,56100,DIESEL,,75,3.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-vito/57200952-4943.htm
Renault,Trafic,2.0 Blue dCi 150CV Combi,27100,2024.0,22600,Diésel,MANUAL,150,5.0,https://www.coches.net/vehiculos-industriales/renault-trafic/12810133-647.htm
Mercedes-Benz,Sprinter,316 CDI L3H2,33600,2022.0,49900,GLP/Gasolina,Manual,120,5.0,https://www.coches.net/vehiculos-industriales/mercedes-benz-sprinter/53522448-3510.htm
Hyundai,H350,2.5 CRDi 170CV Combi,26000,2023.0,60000,Diésel,Manual,165,3.0,https://www.coches.net/vehiculos-industriales/hyundai-h350/22742709-6672.htm
